"url","reason","publication","other_publications"
"https://clinicaltrials.gov/show/NCT01392248","funding and recruiting problems","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01392352","Following DMC review, due to slow recruitment of evaluable patients.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01392586","due to low accrual rate","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01393119","FDA Clinical Hold","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01393769","Only 5 subjects could be enrolled. Sample of 25 pat. not be achieved (rare disease).","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01394003","The pharmacokinetic properties of the molecule do not allow for further dose escalation or
    development.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01394211","Slow accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01394315","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01395537","Research Cancelled","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01397149","Insufficient recruitment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01397591","Study closed by PI due to lower than expected accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01397734","Lack of enrollment and limited funding","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01400451","More than 2 of 6 patients treated experienced dose limiting toxicities.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01400672","Treatment ineffective; Extreme toxicity","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01400958","Slow Accrual, Initiating Principal Investigator (PI) left Moffitt","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01401322","low accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01401829","Terminated due to lack of funding required to continue the study.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01402401","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01402440","Study terminated due to enrolment challenges and availability of other options for DLBCL
    patients. The termination is not a consequence of any safety concern.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01402817","1 patient died of uncertain cause but possibly related to drug.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01402908","Due to Interim Analysis and business concerns","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01403064","due to lack of efficacy","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01403168","Recruitment difficulties","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01403246","Slow patient enrollment and new molecules for chronic lymphoid leukemia, have importantly
    reduced the interest of conducting the phase II of this study.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01403259","poor accrual of eligible patients","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01403285","Due to poor accrual. This decision was taken without any safety reasons. Since beginning of the
    study (June 2011) only six patients were enrolled.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01403324","Recruitment difficulties","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01404702","Accrual slower than anticipated","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01405573","lack of enrolment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01405846","Futility","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01407341","Lack of funding","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01408043","Slow Accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01408160","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01408212","low recruiting","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01408407","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01409174","Slow accrual, closed in Phase I.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01409681","PI decided to terminate the study","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01409811","Study closed after it became too difficult to interest patients in participating.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01410565","Business reason","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01411098","Low accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01412515","results from interim analysis conducted to study interruption","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01412749","Low Accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01413087","Due to Sponsor's decision, only 12 patients were randomized & completed study.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01413386","Delayed subject enrollment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01413451","No reason provided","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01413607","There was an error made in recruitment therefore patients were not randomized correctly. This
    was identified in February 2012 and the study was cancelled.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01413750","Slow Accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01414712","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01415986","The patient was ""lost to follow-up"" and the PI left the institution.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01416181","The ASCEND Study did not achieve statistical significance on the primary or secondary
    endpoints.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01416428","A program evaluation identified that the safety profile and pharmacokinetic (PK)
    characteristics of the formulation used in all oprozomib studies required further optimization
    and thus enrollment in 2011-001 was halted.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01416558","Study was terminated because of extrem low recruitment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01416623","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01417403","Recently published data that has shown HCQ to be safe when combined with chemo and or radiation
    at even higher doses than what is used in this study.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01418001","Lack of accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01418742","Recruitement did not meet expectations. Prev. differentiation of RAS-wild-type and mutated RAS
    are not in accordance with the scientific rank anymore.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01419002","lack of recruitment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01419483","poor accrual","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01419574","No reason provided","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01419587","Poor accrual and compliance","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01419795","Low accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01420081","See termination reason in detailed description.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01420679","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01420861","FDA Clinical Hold","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01420965","Drug supply issues","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01421316","No reduction in hair loss 1 month after treatment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01421784","PI left the institution","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01422486","Study TLK199.2107 was terminated for business reasons.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01423760","The study is terminated prematurely as the sponsor decided to discontinue program with
    Tecemotide in NSCLC.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01425294","The study has been decided to be early terminated for the FAS 500 mg has launched in 2015. The
    use mothod of 250mg per month in clinical practice is off-label.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01425996","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01426334","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01426620","slow accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01427322","Slow accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01428193","Haven't enrolled participants since 2010","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01428219","Closed due to slowing enrollment and negative results of a phase III trial using cabozantinib.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01428245","The research questions was changed/de-prioritized. Only one subject completed.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01428440","The study was terminated early as the results did not support study objectives and were not as
    significant as expected.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01430585","See termination reason in detailed description.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01431378","Feasibility study, sufficient amount of data collected.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01431534","No reason provided","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01431794","Study was terminated due to cease in manufacturing of study drug.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01432171","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01433016","Due to budgetary issues, the company has decided to focus on other applications at this stage.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01433861","We planed to study later","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01433991","Study was terminated by the sponsor early at the end of Phase 1b due to a change in corporate
    strategy.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01434459","PI moved to different institution","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01434472","Terminated due to insufficient funding","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01434849","Difficulty with enrolled patients to complete trial.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01435356","No reason provided","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01436084","Colloborating sponsor decision.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01436591","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01436604","lack of recruitment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01437514","No reason provided","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01437605","Treatment Ineffective","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01437826","50% of eligible patients refused to enter the study","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01438112","Change in study design","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01438177","PI left institution.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01439347","Sponsor decision","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01439542","Higher then expected Gr3 GU/GI toxicity","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01439867","Amgen decided to terminate the study early to be able to meet US regulatory timelines fo
    filing. Subjects in treatment were rolled over to the 20140159 study.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01439919","due to strategic reasons","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01440127","Unable to accrue all planned subjects in a timely fashion, but data collected will still be
    analyzed.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01440179","The study is stopped due to very modest activity compared to competitors","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01440283","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01441115","No reason provided","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01441128","No reason provided","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01441414","See termination reason in detailed description.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01441765","Funding","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01442714","Lack of efficacy - Inability to meet the primary response endpoint","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01444014","Difficulties with recruitment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01444118","The early termination is not related to safety/toxicity but to initiate new Phase III with
    biomarker to enrich population & to further strengthen OS benefit","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01444911","Slow accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01445054","No reason provided","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01445327","No reason provided","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01445340","No reason provided","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01445392","No reason provided","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01446874","Slow patient accrual and plans to perform multi-center study","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01446900","low rate in patient accrual","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01447771","Lack of funds to continue and volunteer recruitment member left position","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01449539","Study was terminated early because the site that administered the hyperbaric oxygen treatment
    closed and an alternative site could not be identified.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01450683","Low accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01450696","futility following planned interim analysis","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01451437","The study was terminated early due to business reasons.","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01452854","Low recruitment, sponsor withdrew funding.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01453361","Business Decision to pursue other indications","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01453387","Due to an administrative reason","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01453595","Given the number of toxicities seen and the difficulty with patient retention in the dose
    escalation portion, the sponsor decided to close the trial.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01455025","no recruitment on time","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01455311","funding unavailable","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01456143","PI left, study to be re-open with new PI, no planned data analysis","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01457131","No reason provided","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01457846","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01458925","All trials ojectives were met","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01459159","Study TLK199.2108 was terminated for business reasons.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01459666","Investigator left institution for private practice","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01461772","Because of very slow rate of enrollement","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01463410","The required number of banked samples could not be met due to limited availability. There is no
    realistic possibility to complete the study succesfully.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01463696","No reason provided","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01463852","Enrollment underperformance.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01464359","Slow accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01464593","trial design contingent on RFA optimization","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01465230","This study was unsuccessful in enrolling the target number of subjects during the funding
    period.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01465386","Closed early due to slow enrollment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01465464","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01466504","Accrual did not meet expectations. Over nearly 2 years just 4 subjects were treated on study.
    The goal of 30 subjects was not attainable.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01466855","Competing studies","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01466868","Regarding the comments of the iDSMB, the sponsor decided to stop the inclusions","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01468311","Poor enrollment and ability to radioconjugate Daclizumab. Neither Center for Cancer Research
    (CCR) or Nuclear Medicine/Radiology wanted to do the facilities upgrade and hire personnel
    needed to radioconjugate the drug at the Clinical Center.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01468623","Study terminated due to slow enrollment.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01468636","There was no clear benefit but numerous side effects.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01468818","Study was closed prematurely due to slow and insufficient accrual.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01469221","Business reason","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01469338","lack of funding","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01469975","Too slow accrual.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01470131","Sponsor decision based on portfolio prioritization","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01471054","Could not enroll enough patients.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01471197","Administrative reasons","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01471249","Insuffisant personnel","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01471964","Phase I portion completed. Phase II will open pending amendment approval.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01472445","Slow accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01473680","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01473693","Lack of Accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01474551","Lack of accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01475266","Sponsor's decision","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01475565","Only 2 participants were enrolled","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01476085","Study terminated as ongoing analysis suggested objectives not practical to achieve with study
    as implemented","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01476111","Study termination due to negative Phase III of another study product from same technology
    platform.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01476553","Prematurely halted after interim data analysis","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01476631","not enough patients consented during the funding period","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01476657","The scope of the program has been reduced to focus resources on studies which can potentially
    enable the registration of duvelisib.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01477060","The study was stopped due to insufficient accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01477177","enrollment much slower than anticipated, and, funding issues","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01478321","Slow accrual to some cohorts","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01478828","The study was stopped due to an unanticipated serious adverse event.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01479023","treatment was not working","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01479192","very low rate of patient accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01479348","Slow, insufficient accrual.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01479465","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01479998","Reevaluating recruitment strategies","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01480817","Difficulty of participant enrollment.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01481441","New study protocol started including targeted biopsies","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01482949","Lack of efficacy","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01483586","Sponsor decision","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01483638","The trial was prematurely closed due to lack of accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01483690","Toxicity","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01483820","Lack of enrollment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01484041","Decision by company to cease development of dovitinib","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01484314","Low accrual.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01484626","Celgene would no longer supply lenalidomide for the study","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01484860","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01485536","Study halted early due to limited response.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01485874","Funding withdrawn due to drug unavailability","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01486043","The research project was terminated due to lower than projected patient recruitment within the
    period of time allowed for the study.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01486134","For technical reasons","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01486459","Insufficient recruits","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01486550","Lack of patient enrollment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01486784","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01487174","Kadmon has made a business decision to terminate the study due to slow enrollment. Note the
    decision to terminate the study was not related to safety issues","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01487499","Unable to enroll adequate number of participants","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01488253","We could not receive the support from the national medical insurance owing to the changed
    policy of the government for clincal trials.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01488318","PI leaving the institution","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01489319","The PI left Indiana University. The findings served as preliminary data for a recently awarded
    NIH R01 grant.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01489722","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01490775","Study was terminated due to lack of funding","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01490983","Terminated due to lack of funding","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01491594","Unable to accrue subjects to the study.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01491633","Safety issues/concerns per DF/HCC PI","Citations are listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01492192","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01493154","Study Funding Terminated","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01493505","Amgen Administrative Decision - termination of LTFU","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01494012","low accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01495247","Study did not meet Phase Ib primary objective to establish the maximum tolerated
    dose/recommended dose for Phase II","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01495572","Due to slow accrual, the investigator decided to close the study.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01495884","Slower than anticipated accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01495988","Slow accrual; toxicity; change in priorities","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01496534","toxicity of combination of medications","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01497275","Low accrual due to the approval of new drugs for use in Mantle cell lymphoma.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01497626","Drug support withdrawn","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01497665","Slow recruitment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01498445","The study was terminated early during the phase II portion of the study due to slow enrollment.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01498588","Slow accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01499043","Business decision.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01499160","low accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01499251","Results did not clearly support continuing development in recurrent GBM","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01500161","Insufficient accruals","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01500538","Poor recruitment rate","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01502228","No further funding","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01502605","PI leaving institution","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01504308","It was not possible to enroll patients into the study in a realistic timeframe.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01504477","Low accrual--unable to meet accrual goals","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01504490","Drug no longer available","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01505166","Terminated (Business Decision to pursue other indications)","Citations are listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01505608","Lack of Enrollment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01505764","poor recruitment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01506700","additional recruitment not needed","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01506934","Sponsor decision","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01507467","Insufficient recruitment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01507506","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01507740","Study was stopped 04.10.2014 prematurly after recruitment of HCC and RCC patients. NSCLC (2 of
    10 patients planned) and CRC patients recruitment was stopped","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01508000","Low or poor accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01508104","funding","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01508117","transferred study sponsor","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01510184","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01510288","The study was terminated because Cell Genesys stopped all activities for GVAX.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01510756","slow enrollment","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01511055","Accrual temporarily suspended, followed by study closure due to technical problems with
    investigational camera.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01511081","Low Accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01511263","No reason provided","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01512199","Improved, different standard of care caused business decision to terminate","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01512472","acrrual target was not being met","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01513317","The study was stopped after the interim analysis based on lack of sufficient efficacy. There
    were no safety concerns.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01514864","Lack of efficacy and slow accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01515046","Standard of care changed to FOLFIRINOX; poor accrual.","No citations listed","Documents are listed"
"https://clinicaltrials.gov/show/NCT01515085","PI elected to close study","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01515969","Patient safety - Unacceptable toxicity","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01516645","No reason provided","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01517347","Because the conditional power was 0.083, the Data and Safety Monitoring Board recommended
    halting the study due to futility after the 1st interim analysis.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01517776","due to an altered benefit/risk assessment.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01518465","Insufficient Accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01518621","Slow accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01518959","Insufficient recruitment rate; technical issues with sample storage","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01519323","Study was terminated due to low enrollment.","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01519427","Study terminated due to slow accrual","No citations listed","No documents listed"
"https://clinicaltrials.gov/show/NCT01521143","The study was terminated due to company restructuring and changes in drug development
    priorities.","No citations listed","No documents listed"
